run_id,run_label,condition,temperature,library,package_name,status,tests_total,tests_passing,tests_failing,tests_other,nontrivial_tests_strict,nontrivial_passes_strict,nontrivial_test_rate_strict,nontrivial_pass_rate_strict,nontrivial_tests_agent,nontrivial_passes_agent,nontrivial_test_rate_agent,nontrivial_pass_rate_agent,report_path
R4,Full T1 R4,full+residual,1,node-dir,node-dir,completed,9,9,0,0,0,0,0.0,0.0,9,9,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-21-gpt54-temp1-rep2-20260530/node-dir/report/report.json
R4,Full T1 R4,full+residual,1,omnitool,omnitool,completed,249,249,0,0,0,0,0.0,0.0,249,249,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-21-gpt54-temp1-rep2-20260530/omnitool/report/report.json
R4,Full T1 R4,full+residual,1,plural,plural,completed,9,9,0,0,0,0,0.0,0.0,8,8,88.88888888888889,88.88888888888889,data/gpt-5.4-agent-residual/head-63be77f/residual-21-gpt54-temp1-rep2-20260530/plural/report/report.json
R4,Full T1 R4,full+residual,1,pull-stream,pull-stream,completed,25,25,0,0,0,0,0.0,0.0,25,25,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-21-gpt54-temp1-rep2-20260530/pull-stream/report/report.json
R4,Full T1 R4,full+residual,1,q,q,completed,96,96,0,0,0,0,0.0,0.0,96,96,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-21-gpt54-temp1-rep2-20260530/q/report/report.json
R4,Full T1 R4,full+residual,1,quill-delta,quill-delta,completed,33,33,0,0,0,0,0.0,0.0,33,33,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-21-gpt54-temp1-rep2-20260530/quill-delta/report/report.json
R4,Full T1 R4,full+residual,1,simple-statistics,simple-statistics,completed,75,75,0,0,0,0,0.0,0.0,75,75,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-21-gpt54-temp1-rep2-20260530/simple-statistics/report/report.json
R4,Full T1 R4,full+residual,1,uneval,uneval,partial_benchmark,0,0,0,0,0,0,,,0,0,,,data/gpt-5.4-agent-residual/head-63be77f/residual-21-gpt54-temp1-rep2-20260530/uneval/report/report.json
R4,Full T1 R4,full+residual,1,zip-a-folder,zip-a-folder,completed,2,2,0,0,0,0,0.0,0.0,2,2,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-21-gpt54-temp1-rep2-20260530/zip-a-folder/report/report.json
T0,Full T0,full+residual,0,complex.js,complex.js,completed,102,102,0,0,0,0,0.0,0.0,92,92,90.19607843137256,90.19607843137256,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/complex.js/report/report.json
T0,Full T0,full+residual,0,core,@spacl/core,completed,24,24,0,0,0,0,0.0,0.0,24,24,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/core/report/report.json
T0,Full T0,full+residual,0,countries-and-timezones,countries-and-timezones,completed,12,12,0,0,0,0,0.0,0.0,12,12,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/countries-and-timezones/report/report.json
T0,Full T0,full+residual,0,crawler-url-parser,crawler-url-parser,completed,2,2,0,0,0,0,0.0,0.0,2,2,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/crawler-url-parser/report/report.json
T0,Full T0,full+residual,0,dirty,dirty,completed,7,7,0,0,0,0,0.0,0.0,7,7,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/dirty/report/report.json
T0,Full T0,full+residual,0,fs-extra,fs-extra,completed,132,132,0,0,0,0,0.0,0.0,130,130,98.48484848484848,98.48484848484848,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/fs-extra/report/report.json
T0,Full T0,full+residual,0,geo-point,geo-point,completed,22,22,0,0,0,0,0.0,0.0,20,20,90.9090909090909,90.9090909090909,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/geo-point/report/report.json
T0,Full T0,full+residual,0,gitlab-js,@nerdvision/gitlab-js,completed,27,27,0,0,0,0,0.0,0.0,25,25,92.5925925925926,92.5925925925926,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/gitlab-js/report/report.json
T0,Full T0,full+residual,0,glob,glob,completed,11,11,0,0,0,0,0.0,0.0,11,11,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/glob/report/report.json
T0,Full T0,full+residual,0,graceful-fs,graceful-fs,completed,131,131,0,0,0,0,0.0,0.0,131,131,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/graceful-fs/report/report.json
T0,Full T0,full+residual,0,image-downloader,image-downloader,completed,3,3,0,0,0,0,0.0,0.0,2,2,66.66666666666667,66.66666666666667,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/image-downloader/report/report.json
T0,Full T0,full+residual,0,jsonfile,jsonfile,completed,7,7,0,0,0,0,0.0,0.0,7,7,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/jsonfile/report/report.json
T0,Full T0,full+residual,0,node-dir,node-dir,completed,8,8,0,0,0,0,0.0,0.0,8,8,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/node-dir/report/report.json
T0,Full T0,full+residual,0,omnitool,omnitool,completed,250,250,0,0,0,0,0.0,0.0,250,250,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/omnitool/report/report.json
T0,Full T0,full+residual,0,plural,plural,completed,6,6,0,0,0,0,0.0,0.0,5,5,83.33333333333333,83.33333333333333,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/plural/report/report.json
T0,Full T0,full+residual,0,pull-stream,pull-stream,completed,21,21,0,0,0,0,0.0,0.0,21,21,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/pull-stream/report/report.json
T0,Full T0,full+residual,0,q,q,completed,97,97,0,0,0,0,0.0,0.0,97,97,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/q/report/report.json
T0,Full T0,full+residual,0,quill-delta,quill-delta,completed,33,33,0,0,0,0,0.0,0.0,33,33,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/quill-delta/report/report.json
T0,Full T0,full+residual,0,simple-statistics,simple-statistics,completed,81,81,0,0,0,0,0.0,0.0,81,81,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/simple-statistics/report/report.json
T0,Full T0,full+residual,0,uneval,uneval,completed,1,1,0,0,0,0,0.0,0.0,1,1,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/uneval/report/report.json
T0,Full T0,full+residual,0,zip-a-folder,zip-a-folder,completed,3,3,0,0,0,0,0.0,0.0,3,3,100.0,100.0,data/gpt-5.4-agent-residual/head-63be77f/residual-full-gpt54-temp0-20260530/zip-a-folder/report/report.json
